plan_id,seed,split_level,K,distance,delta_frac,lost_route_idx,lost_route_len,lost_route_cost,lost_workload,fully_absorbable,extra_units,max_absorbed_customers,absorbed_customer_frac,max_absorbed_workload,absorbed_workload_frac,min_full_absorption_delta,feasible_block_insertions,lost_route
4,1,1,7,1419359.0,0.05,6,17,221350.0,218.0,0,1,2,0.11764705882352941,18.9,0.08669724770642201,,6,16 91 57 71 53 92 98 11 52 37 5 30 29 65 32 94 86
4,1,1,7,1419359.0,0.1,0,21,300248.0,211.89999999999998,0,1,1,0.047619047619047616,11.100000000000001,0.05238319962246344,,2,99 44 95 47 73 38 6 34 28 45 97 14 9 27 56 50 58 62 21 66 96
4,1,1,7,1419359.0,0.1,1,1,54696.0,2.7,1,0,1,1.0,2.7,1.0,8529.0,2,19
4,1,1,7,1419359.0,0.1,2,13,251669.0,178.6,0,1,2,0.15384615384615385,28.8,0.1612541993281075,,4,76 39 24 100 49 82 41 51 79 35 70 2 72
4,1,1,7,1419359.0,0.1,3,16,269371.0,225.60000000000002,0,1,2,0.125,19.799999999999997,0.08776595744680848,,5,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
4,1,1,7,1419359.0,0.1,4,15,168877.0,183.90000000000003,0,1,5,0.3333333333333333,54.1,0.29418162044589447,,17,80 20 8 64 68 17 46 26 13 81 10 23 61 43 7
4,1,1,7,1419359.0,0.1,5,17,153148.0,194.6,0,1,3,0.17647058823529413,24.700000000000003,0.12692702980472767,,11,40 77 12 84 36 22 4 15 3 60 48 55 59 1 85 75 42
4,1,1,7,1419359.0,0.1,6,17,221350.0,218.0,0,1,8,0.47058823529411764,90.8,0.4165137614678899,,36,16 91 57 71 53 92 98 11 52 37 5 30 29 65 32 94 86
4,1,1,7,1419359.0,0.2,0,21,300248.0,211.89999999999998,0,1,4,0.19047619047619047,48.0,0.22652194431335537,,16,99 44 95 47 73 38 6 34 28 45 97 14 9 27 56 50 58 62 21 66 96
4,1,1,7,1419359.0,0.2,1,1,54696.0,2.7,1,0,1,1.0,2.7,1.0,8529.0,4,19
4,1,1,7,1419359.0,0.2,2,13,251669.0,178.6,0,1,2,0.15384615384615385,28.8,0.1612541993281075,,5,76 39 24 100 49 82 41 51 79 35 70 2 72
4,1,1,7,1419359.0,0.2,3,16,269371.0,225.60000000000002,0,1,2,0.125,29.5,0.1307624113475177,,9,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
4,1,1,7,1419359.0,0.2,4,15,168877.0,183.90000000000003,0,1,7,0.4666666666666667,45.39999999999999,0.24687330070690583,,45,80 20 8 64 68 17 46 26 13 81 10 23 61 43 7
4,1,1,7,1419359.0,0.2,5,17,153148.0,194.6,0,1,7,0.4117647058823529,76.7,0.39414182939362796,,51,40 77 12 84 36 22 4 15 3 60 48 55 59 1 85 75 42
4,1,1,7,1419359.0,0.2,6,17,221350.0,218.0,0,1,10,0.5882352941176471,134.60000000000002,0.6174311926605506,,75,16 91 57 71 53 92 98 11 52 37 5 30 29 65 32 94 86
4,1,1,7,1419359.0,0.4,0,21,300248.0,211.89999999999998,0,1,10,0.47619047619047616,88.4,0.41717791411042954,,89,99 44 95 47 73 38 6 34 28 45 97 14 9 27 56 50 58 62 21 66 96
4,1,1,7,1419359.0,0.4,1,1,54696.0,2.7,1,0,1,1.0,2.7,1.0,8529.0,4,19
4,1,1,7,1419359.0,0.4,2,13,251669.0,178.6,0,1,3,0.23076923076923078,51.7,0.2894736842105263,,7,76 39 24 100 49 82 41 51 79 35 70 2 72
4,1,1,7,1419359.0,0.4,3,16,269371.0,225.60000000000002,0,1,9,0.5625,116.69999999999999,0.5172872340425531,,60,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
4,1,1,7,1419359.0,0.4,4,15,168877.0,183.90000000000003,0,1,9,0.6,81.8,0.4448069603045132,,71,80 20 8 64 68 17 46 26 13 81 10 23 61 43 7
4,1,1,7,1419359.0,0.4,5,17,153148.0,194.6,0,1,14,0.8235294117647058,148.1,0.7610483042137718,,137,40 77 12 84 36 22 4 15 3 60 48 55 59 1 85 75 42
4,1,1,7,1419359.0,0.4,6,17,221350.0,218.0,0,1,12,0.7058823529411765,145.0,0.6651376146788991,,96,16 91 57 71 53 92 98 11 52 37 5 30 29 65 32 94 86
5,1,2,8,1408017.0,0.05,0,21,301836.0,203.49999999999997,0,1,0,0.0,0.0,0.0,,0,99 44 95 47 73 38 6 34 28 45 97 14 9 27 56 50 58 62 21 66 19
5,1,2,8,1408017.0,0.05,1,13,251669.0,178.6,0,1,1,0.07692307692307693,15.0,0.083986562150056,,4,76 39 24 100 49 82 41 51 79 35 70 2 72
5,1,2,8,1408017.0,0.05,2,16,269371.0,225.60000000000002,0,1,2,0.125,19.5,0.08643617021276595,,2,33 89 69 93 74 31 25 63 67 87 83 78 18 88 90 54
5,1,2,8,1408017.0,0.05,3,16,171344.0,195.0,0,1,3,0.1875,12.1,0.06205128205128205,,8,80 20 8 64 68 17 46 26 13 81 10 23 61 43 7 96
5,1,2,8,1408017.0,0.05,4,1,27822.0,8.9,1,0,1,1.0,8.9,1.0,6235.0,2,40
5,1,2,8,1408017.0,0.05,5,17,151433.0,202.79999999999998,0,1,3,0.17647058823529413,27.699999999999996,0.13658777120315582,,6,77 12 84 36 22 4 15 3 60 48 55 59 1 85 75 42 91
5,1,2,8,1408017.0,0.05,6,1,27036.0,41.0,0,1,0,0.0,0.0,0.0,,0,16
5,1,2,8,1408017.0,0.05,7,15,207506.0,159.89999999999998,0,1,2,0.13333333333333333,18.9,0.11819887429643527,,5,57 71 53 92 98 11 52 37 5 30 29 65 32 94 86
5,1,2,8,1408017.0,0.1,0,21,301836.0,203.49999999999997,0,1,1,0.047619047619047616,2.7,0.013267813267813271,,2,99 44 95 47 73 38 6 34 28 45 97 14 9 27 56 50 58 62 21 66 19
